When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
2,1,2,,Biology (Mycology),9 ,Endophyte communities in cacti,3,1,7, 2  5      ,3,2,2,5,4,5,5,All I can and MOLTO MORE!,1
1,1,3,,Pharmaceutical Sciences,9 ,Our lab is concerned with the metagenomics of microbial communities within marine sponges. The primary focus of this research is to identify the community composition across several species of marine sponges.,1,3,2,    56  9  ,2,3,4,5,5,4,2,,1
2,1,4,,Librarian,7 ,,3,1,2, 2         ,3,3,3,5,3,3,3,Enough to begin a new project.,1
2,1,2,,Biology, Mycology,Fungi associated with a plant,3,1,7, 23        ,1,4,4,4,4,3,3,I hope to learn more about R programming and also learn about other programs.,1
2,1,6,,,16 ,My background is in creative technology and in my current position hope to expand student data and media literacy.,1,1,4, 2 4 6    Custom Java programming,4,2,3,5,5,3,4,"Tools, workflows, and data best practices that I may be able to recommend to faculty for use in their projects.",1
1,1,4,,Ecology,10 ,I study the response of testate amoebae (and other protists) to climate change in a controlled natural microcosm (bromeliads) which we cover and limit the amount on C and water inputs. We study the specific diversity and biomass dynamics after water manipulation. I also work with spatial distribution and analyses of coastal foraminifera across disturbance gradients.         ,3,2,1," 2        InfoStat, SAS ",2,,4,5,5,5,5,I need to get immersed into R. I don't know where to start and I want to overcome this. ,2
1,1,2,,Biology,10 ,"Working with a endangered specie of plant, searching for possible pollinator and for potential places for reintroduction.  ",3,1,4, 2  5      ,3,3,3,5,4,4,3,To learn effective ways to work with the data I´m collecting.  ,1
2,1,2,,Biology,10 ,"Behavioral ecology of the Puerto Rican boa. Habitat use, activitty patterns, population size and homerange of this snake un a fragmentd habitat.",3,1,3, 2  5     Infostat,2,3,2,5,4,3,3,Organization of data and more analysis scripts for R.,2
1,1,5,,research/development,3 ,Quality assurance manager in a laboratory that develops  consumer products. I audit scientists as it relates to Good Laboratory Practices (GLP).,3,2,2, 2         ,4,3,3,5,3,3,3,How to utilize resources to improve data integrity.,1
1,1,1,,Biology,10 ,,1,1,3, 2       10 ,4,0,0,5,3,3,3,A proper stepping stone on the use of data organizing programs and methods that will help me further improve my researching skills for future. I have been watching some videos on the use of some of the programs already and I'm certain that they will help with future research.,2
1,1,2,,,10 ,,3,3,1, 2         ,3,2,2,5,4,3,3,How to program using one of these data management programs as I have no previous experience.,1
1,1,2,,Research Methods and Statistics, Brewing Industry,I am studying the environmental sustainability trend within the brewing industry.  This encompasses homebrewing as well.,1,3,1, 2         ,2,3,3,5,4,4,4,New programming skills to help make data analysis more efficient.,1
1,1,2,,Biology,10 ,,3,1,2, 2         ,4,3,3,5,5,3,5,"How to effectively organize data and spread sheets, and if possible learn how to graph data effectively.  Graphs are very important to me because I believe they're the most effective way of communicating results to both the professional and general communities, and I've honestly had problems graphing in the past because sometimes the commands used to make them are complicated.",2
1,1,2,,Biology,9 ,Niche partitioning strategies of two endemic gecko species,3,1,2, 2        Info stat program,3,1,1,5,5,3,3,I hope to gain valuable insight into properly and efficiently managing my data for thesis investigation.,1
1,1,2,,Immunology ,9 ,Developing a novel GM-CSF reporter gene and ensuing fate-map studies,3,1,2, 2         ,3,2,2,4,3,3,4,,2
1,1,3,,Experimental Immunology,9 ,"Immune contexture of tumour microenvironment. Histological analysis of immune infiltration in tumours, quantification of various parameters in histological images - quantitative pathology (both bright field and multi-parameter immunofluorescence).",1,1,1," 2        Graphpad Prism, SPSS",2,3,3,4,4,3,3,How to manage and analyse large numeric datafiles,2
1,1,3,,Exp. Immunology,9 ,how do autoimmune disease develop?,1,1,2, 2        GraphPad Prism,1,3,3,3,3,3,3,,2
2,1,0,Gogo Air,Gogo Air Network Engineer,16 ,IP network support,2,2,1,   4       ,4,1,1,5,5,5,3,,1
1,1,3,,Exp. Immunology,9 ,"Neuroimmunology  Biomarker, Treatment, Disease Activity",1,1,1, 2         ,3,2,2,5,4,4,,,2
2,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Museum,10 ,,3,3,5, 2         ,2,3,3,5,5,5,3,,1
1,1,1,,Integrative Biology,10 ,,3,1,2, 2  5      ,4,2,2,5,4,4,3,I hope to learn data management techniques and to be proficient analyzing data with R and other statistical programs. ,1
1,1,5,,Networks,4 ,,3,2,5,     6  9  ,4,3,2,5,5,5,2,,1
1,1,5,,GIS,5 ,Spatial analysis for a public utility. ,1,2,3, 234 6     ,4,3,3,5,5,5,3,Tools and skills to make analysis more efficient.,1
1,1,2,,experimental Immunology, (neuro)Immunology,Characterizing and targeting microglia in a new mouse system,1,1,1," 2        FlowJo, Prism",1,4,4,5,3,3,3,display multi-dimensional data in a unbiased and visually clear way,2
1,1,0,Meteorologist,Climate Prediction, Scientist,,1,1,5,      7    ,4,3,3,5,3,3,3,,1
1,1,4,,Mathematics and Computer Science,4 ,Algorithmic composition and the analysis of audio streams,1,2,5, 2         ,3,2,2,4,3,4,2,Techniques which will help in collaborations with researchers in the sciences and teaching computational science,1
1,1,5,,,4 ,Legal analytics,1,2,4, 2 4 6     ,3,3,3,5,5,5,3,,1
1,1,6,,Aviation Research and Applications,16 ,,1,2,4,"    56    Perl, Unidata tools",2,3,3,5,5,5,5,,1
1,1,5,,technical writer, many different areas of computer software,"I am moving into data science and machine learning via Coursera classes. I have worked previously in computer networking, network security, enterprise software and mobile devices.",1,,5,     6     ,4,0,0,4,4,,,How researchers use Python to analyze data.,1
1,1,6,,, Higher Ed,Institutional Research,3,3,3," 2 4      Tableau, BrioQuery",4,4,4,4,3,3,4,,1
2,1,5,,Operations Research,14 ,Stock market portfolio optimization,3,2,6, 2  56  9  ,1,2,2,5,5,5,5,beginning Pandas fluency,1
1,1,4,,Computer Science,4 ,,3,2,6, 2 4       ,4,3,0,5,3,3,5,Introduction to data analysis using Python.  ,1
1,1,2,,Experimental Immunology ,2 ,"I study how the immune system communicates with the central nervous system, understanding how this communication deviates from healthy homeostasis towards disease. ",1,1,2, 2   6     ,2,2,3,5,5,5,5,Data management and using R efficiently. ,2
1,1,3,,,9 ,Starting a new job next week working part time as post-doc in a CYTOF cancer project and part time in a CYTOF shared resource lab.,1,3,1," 2        FlowJo, Pestle/spice, Prism",2,2,1,5,5,5,3,I need to analyze CYTOF data in R for various projects to get the most out of the data we are generating and the data is so big we need a program like this to do this.,2
1,1,2,,Nursing, Nursing,Likelihood of hospitalization predictive modeling and nurse health coaching,1,2,6, 2 4       ,4,2,2,5,5,5,5,How to move from SQL to Python for data analysis and about data visualization in Python,1
1,1,2,,Biology,10 ,My work consist on studying habitat use and selection of A. cooki in three different types of habitat and at different times of the day. ,3,1,5, 2  5      ,1,3,3,5,5,5,5,"I hope to learn how to analyze my data more efficiently. Learn to do more graphs, analysis that I have troubble running in R. ",2
1,1,5,,,6 ,Back/Middle office of quantitative investment manager,3,1,6, 2 4 6  9  ,2,0,0,5,4,5,1,basic data tools in python,1
1,1,5,,applied spectroscopy, various chemometric applications of spectrospcopy,,3,1,6,     6     ,1,4,4,5,4,3,1,tools for visualization and manipulation of data that I'm not aware of,1
1,1,5,,, Semiconductord,Working in semiconductors industry,3,2,6, 2   6     ,1,2,2,4,5,5,2,Get more familiar with Pandas and Matplotlib packages,1
1,1,6,,Institutional Technology,4 ,Website Usage Analysis,1,2,6,   4 6     ,3,2,2,3,4,4,4,How to use python with machine learning.,1
1,1,3,,Molecular Biology,9 ,transcription regulation,1,2,5, 2 4 6  9  ,1,4,5,4,4,4,4,R,1
2,1,4,,Geography, GIS,"My research interests are in geographic information science, urban transportation, networks, location analysis, and spatial modeling. My research addresses theoretical and practical questions in urban and economic geography through the application of GIS methods. I investigate a range of urban and economic concerns including transportation, urban sprawl, commuting, airline industry, retailing, etc. ",3,3,6, 2         ,1,1,1,5,5,5,5,Data management and data organization,1
1,1,6,,Information Services, Archivist ,"I work as an archivist, but will have upcoming data management responsibilities. ",1,2,2, 23        ,4,1,1,5,5,4,3,,1
1,1,3,,Institute of experimental immunology,9 ,Immune responses in metastatic sites,1,1,1, 2         ,2,3,2,4,4,4,4,I only hope to learn how to use R in a very basic level,2
1,1,2,,Experimental Immunology,9 ,Immunology,1,1,1, 2         ,2,2,2,5,4,3,3,How to use R to extract the data from excel sheets and make nice graphs for publications.    How to use R to run scripts and make some modifications to those scripts to analyze FACS/ CyTOF data.  ,2
1,1,2,,Electrical Engineering,4 ,Robust Trading Algorithm Development,1,3,4, 2   67    ,2,3,4,4,4,4,3,,1
1,1,1,,"Biology Department, Industrial Microbiology major",9 ,"I am studying the distribution and frequency of a nonsense mutation in the Puerto Rican population in the VPS13A gene. In doing so, I've been working with Excel and genome browsers available online.",3,3,1, 2         ,2,2,1,5,5,5,5,I hope I can gain knowledge about using R and lose the fear I have about analyzing data.,2
1,1,4,,Professional practice, Education,,1,2,2, 23        ,2,1,1,5,3,3,3,,1
1,1,2,,sociology,8 ,,3,1,,           ,,,,,,,,,1
1,1,2,,Dept. of Forest and Wildlife Ecology,10 ,"I'm studying carnivore community ecology with an emphasis on reintroduction biology. I use stable isotopes and species distribution models to assess community niche relationships in modified landscapes, and I couple those analyses with conservation genetics and demographic models to assess the species-specific ramifications. ",1,3,5, 23 5      ,2,3,2,4,5,5,3,"I'm proficient in R, but it always helps to learn more, particularly when it comes to managing data within R. I also have several Access databases that I'm just beginning to explore and want to extract this data as efficiently as possible.",1
1,1,4,,Exp. Immunology,9 ,Development and function of the monouclear phagocyte system,1,1,1, 2         ,4,3,3,1,3,3,3,,2
1,1,6,,Paleontology-Natural History Museum,5 ,I manage a museum collections database (Specify) and do systematics and biodiversity research on trilobites.,1,3,6, 2         ,2,2,2,5,5,5,3,I hope to be better able to manage broad-scale changes to my data,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,2,2,,Journalism and Mass Communication, Social Sciences,"I am interested in identifying and classifying social media data (by topic, by interest, etc.) using computational methods.",1,2,5, 2  56     ,1,3,4,4,5,5,3,,1
2,1,6,,NIMHD,13 ,,3,2,3, 2        SAS STATA,4,3,3,4,4,4,3,,1
1,2,6,,Primarily Engineering, Library augmentee ,Support collection and storage of data and subsequent work built upon it across the various departments  ,3,2,2, 2         ,4,0,0,5,5,3,3,Refresh on the basic skills for handling and organizing data upon ingest ,1
1,1,6,,ecology,1 ,,3,1,2, 2         ,4,,,,,,,,1
1,1,6,,Ecology,10 ,ecosystem processes,3,1,3, 23        ,1,3,2,5,4,4,3,programming,1
2,1,6,,Marsh Ecology,10 ,marsh ecology research,3,1,, 2         ,4,3,3,5,4,3,3,learn R,1
2,1,6,,ESA,10 ,Decompartmentalization,3,1,1, 2         ,4,3,3,4,4,3,3,Basic R funtions,1
1,1,6,,Everglades System Assessment,9 ,,3,1,1, 2         ,1,3,3,1,,1,3,,1
2,1,6,,,10 ,"Everglades restoration research, senior scientist, landscapes, hydrology, endangered species, invasive exotic species.",3,1,2," 2        SAS, JMP",4,4,4,5,5,5,4,Learning more current versions and capabilities of R.  Used it previously 6+ years ago.,1
1,1,6,,Applied Sciences,10 ,WETLAN PLANT ECOLOGY,3,1,2,"          SAS, JMP",3,4,4,4,4,4,4,BEING ABLE TO USE R,1
2,1,0,government researcher,Everglades Systems Assessment,10 ,"Everglades research involving soil, tree islands and ridge and slough.",3,1,2, 2         ,3,4,4,5,4,3,3,Become aware and educated on the capabilities of using R.,1
1,1,0,research scientist,Everglades Systems Assessment,10 ,sediment transport in wetland systems. Nutrient cycling in wetlands.,3,1,3, 2    7   Splus,1,4,4,4,4,4,4,,1
2,1,6,,Everglades Systems Assessment,5 ,Everglades and Florida Bay restoration,3,1,4, 2         ,1,4,4,4,4,4,4,Learn how to use R,1
1,1,6,,Everglades Research,10 ,Conducting research to assess how best to restore the Everglades,3,1,3," 2        SAS, JMP",1,5,5,5,5,4,4,How to use and program in R,1
1,1,6,,Geriatrics and Clinical Gerontology, health,Clinical Trials,3,2,2, 2345      ,4,2,2,5,5,4,4,over view of tools and techniques.,1
2,1,3,,,10 ,"Currently, I am creating a population-based model of the submerged aquatic vegetation Ruppia maritima (wigeongrass) and incorporating it into the Seacom model.",3,3,1, 2        SAS,1,4,,5,5,4,4,I have no experience with R so I would like to learn the basics. I expect to use it in the future and further develop these skills.,1
2,1,6,,Everglades System Assessment,10 ,Estuarine health and management,1,1,6,      7    ,2,4,5,5,5,5,1,general scripting formats for R,1
1,1,3,,Institute of Experimental Immunology,9 ,"Investigating the role of inflammation, clock genes and their interaction in temporal lobe epilepsy.",1,1,2, 2        GraphPad Prism,3,0,0,4,4,4,4,Learn how to use R to organize and analyze data. ,2
1,1,2,,Experimental immunology,9 ,Comparison of high-dimensional data obtained by mass cytometry,3,1,5,"    5 7   FlowJo, Prism",1,,3,3,5,4,2,I hope to learn how to deal with .fcs file in order to be able to analyse in R my high-dimensional data in a meaningful manner.,2
1,1,6,,Medical Subject Headings, Medical terminology,"I (with a team) create, curate and publish medical terminology (names and codes about biomedical content).",3,1,3,   45     basic search and replace in vim,4,3,3,4,4,5,5,"MOre exposure to R, Python, shell scripting",1
1,1,6,,Office of Extramural Research,1 ,Analysis of the NIH-funded research portfolio,3,3,5, 2 4       ,3,3,3,5,3,3,4,,1
1,1,6,,Infrastructure,9 ,"Creating, implementing and maintaining infrastructure supporting work of the mass cytometry shared resource laboratory. ",3,1,5,"    5 7   Cytobank, FlowJo",1,4,4,5,4,4,3,Get a better understanding of what is possible when analyzing flow cytometry data with R.,2
1,1,6,,Biochemistry,9 ,Genetics of Diabetes,3,2,3, 2  5     Java,3,2,2,4,4,4,3,How to structure my data analysis after compiling data.,1
1,1,4,,Health Care Policy and Research,13 ,Developing Home health quality measures and Data collection for CMS,1,1,1, 23       Red Cap,4,0,0,5,5,3,3,Introduction to programming languages used in data management. Overview of data analysis. ,1
1,1,1,,Animal Science,10 ,,3,1,1, 2       10 ,4,0,0,5,4,4,3,"I do not know anything about data analysis programs, so I hope to learn the basics, at least.",1
1,1,1,,Experimental Therapeutics and Neuroimaging (Mood Disorders),2 ,What is the significance of dentate gyral curvature?,3,1,2, 2        SPSS,1,3,3,5,3,3,3,,1
1,1,6,,US National Library of Medicine, Librarian,,3,2,1, 2         ,4,0,0,1,1,1,3,Foundational knowledge on data cleaning and R.,1
1,1,3,,Exp Immunology,9 ,,1,1,3, 2  5      ,1,4,3,3,4,3,3,More skills in data analysis of high-throughput data ,2
1,1,2,,,9 ,Immunology ,1,1,2,"          FlowJo, Prism",3,4,4,5,4,3,3,improving data analysis ,2
1,2,2,,Experimental Immunology,9 ,,3,1,2,         10 ,2,2,2,4,4,4,3,,2
1,1,2,,Experimental Immunology,9 ,Analysing stability/plasticity and fate of GM-CSF producing cells. (Immunology),1,1,1, 2         ,2,4,3,5,4,4,4,To know how to analyse my data by using R,2
1,1,2,,Experimental Immunology,2 ,which macrophages or other phagocytes are involved in the glioma progression and what is their role. In a mouse model of glioma we want to investigate the location and function of those cells.,3,1,2,"          FlowJo, Prism",1,3,5,5,4,5,4,using R confidentially for doing high-dimensional analysis,2
1,1,2,,,9 ,I work on genetically engineered T cells to target tumor antigens,1,1,2, 2         ,3,3,3,4,4,4,3,using R to generate plots,2
1,1,2,,Immunology,9 ,,1,1,3, 2      9  ,2,3,4,4,5,5,3,,2
1,1,2,,Neuroimmunology,9 ,Role and development of moDCS in autoimmune and inflammatory diseases ,1,1,1, 2        Prism,4,3,3,5,4,3,4,Learn and improve data management ,2
1,1,3,,Experimental immunology,9 ,Role of immune cells and cytokines in inflammatory disorders.,3,1,1, 2        Prism,4,2,2,5,4,3,3,To be confident with my way of analysing and interpreting data,2
1,1,2,,Experimental Immunology,9 ,I am currently working on the development of myeloid cells and their role in disease.,3,1,2, 2         ,2,4,3,4,4,3,3,I am looking forward to learning basic methods for flow cytometry and gene expression data analysis in R,2
1,1,2,,Immunology,9 ,I am looking particularly at variations of immune cells in different human immune disorders,3,1,3, 2    7    ,2,1,1,4,5,4,4,Data visualisation,2
1,1,0,Fellow,"National Cancer Institute, Center for Global Health",13 ,What are areas needed for research to understand and to control the cancer burden around the world?,3,3,5," 2        SAS, Stata, limited exposure to Matlab and Mathematica",1,4,4,4,4,3,4,Introduction and elementary (or more) usage of R,1
1,1,6,,Systems,16 ,IT Software systems support,3,1,3, 2 4       ,4,4,4,5,5,5,5,How to use SQL and improve Excel skills,1
1,1,6,,Hematology,13 ,Which data science approaches are optimal for creating clinical data systems for rare non-malignant blood diseases? ,3,2,4, 2        SAS,3,3,3,5,3,3,3,,1
1,1,4,,Library,  ,,3,1,1, 2         ,4,0,0,5,4,3,3,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,,1 ,I previously worked in the field of molecular biology.  I am currently as a Research Support Data Specialist for an engineering school.  I'm surveying what data analysis tools are available.,3,2,5, 23 56    Perl,4,3,3,1,1,2,3,A general survey of analysis techniques that I can relay to researchers at my institution.,1
1,1,6,,Theraputics,9 ,We are working on the drug discovery and development for rare and neglected diseases. ,3,3,4, 2        qhts,2,4,4,4,4,4,4,"Rapid and easy ways to do data search, data analysis and data plot.",1
1,1,6,,Center for Scientific Review,2 ,I run neuroscience review panels and would like to be able to analyze basic questions about review such as whether applications from particular institutes do better/worse in the panels I run. This is a frequent question from Program Officers.,3,2,4, 23        ,3,1,1,5,5,5,5,I would like to get comfortable with analyzing datasets from Excel and Access and get comfortable with starting to program in R.,1
1,1,3,,,9 ,,3,1,1, 2         ,4,0,0,4,5,5,3,,2
1,1,2,,Immunology,9 ,Tumor immunology and metastasis ,3,1,1, 2        Prism,3,3,3,5,5,5,3,,2
1,1,4,,,11 ,,3,2,,           ,,,,,,,,,
1,1,6,,Center for Global Health,1 ,I work at the NCI as a strategic developer of global cancer research opportunities. I use existing data to identify gaps in current research portfolios.  I look forward to learning new ways to analyze the data and present it as a compelling story,3,1,1, 2         ,2,0,0,5,5,5,5,more efficient ways to interrogate the data so that it can better inform our decisions,1
1,1,6,,"Tox21, NCATS, NIH",9 ,"I work at NCATS, NIH in Tox21 group as a research associate. I have developed and ran various high throughput and high content assays for several different biological targets. ",4,3,1, 2         ,4,0,0,4,3,3,3,,1
1,1,0,program director,genetics and developmental biology,9 ,"My current research explores the science of biomedical science, i.e., how new technologies and fields of science emerge; how to best support scientific advances in biomedicine; how to identify the most promising research; how to incentivize rigor and reproducibility in biomedical science.  ",1,2,2, 2         ,2,3,3,5,5,4,5,Hope to become comfortable doing analysis in R/Python on a regular basis.,1
1,1,6,,Genetics & Developmental Biology,1 ,"Handling, manipulation and analysis of large data sets from different sources including bioinformatics, genetics, publication, grants databases.",3,3,3, 2 4       ,4,3,3,5,5,5,5,Creating reproducible data flows and pipelines for analysis; handling large data sets; manipulating and analyzing large data sets efficiently,1
1,1,6,,Food and Feed Safety (Molecular),9 ,Identify and characteriz the genes and proteins that are involved with Aflatoxin biosynthesis in the Aspergillus fungi so that we can design strategies to eliminate this toxin in agricultural commodities.,3,1,1, 2         ,1,4,4,4,4,3,3,How I can use this R and Python program to help me generate and answer important questions about gene expression differences from Real-Time PCR and RNAseq data files.,1
1,1,2,,Experimental Immunology,9 ,The role of inhibitor of apoptosis proteins in the tumor micro-environment against tumor metastasis.,1,1,2, 2        Prism,1,3,3,5,3,3,3,Efficiently manage and analyze data,2
1,1,3,,LCDB NIDDK,9 ,Chromatin confirmation and epigenetics of development in Dictyosetelium.,3,2,1, 2         ,4,4,0,4,4,3,3,Baseline coding and biostats competency to use in both science and other careers,1
1,1,6,,Library,11 ,,4,1,1,           ,4,0,0,5,3,3,3,,1
1,1,2,,Experimental Immunology, Life Science-Immunology,"CSF1R is essential receptor in macrophage survivor,development and polarization. The receptor has two known ligands which are IL-34 and CSF1. In my project, we are investigating the role of CSF1R in breast cancer and metastasis. ",1,1,2, 2         ,3,3,3,5,5,4,4,,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,School of Library and Information Studies, Library and Information Science,"Digital Humanities, cultural heritage metadata, data visualization",1,3,3, 2  56 89  ,2,5,0,5,5,5,5,,2
1,1,3,,Ecology,10 ,"Using genetics, oral history and archaeology to look at translocation of shellfish by indigenous people pre-colonisation.",3,2,2, 2         ,4,0,0,5,5,5,5,Workflow for analysing RADseq data. ,2
1,1,3,,NIAMS,9 ,"I'm working on the project about gut immunity. I use RNA-seq, ChIP-seq, ATAC-seq, and miR-seq to analyze molecular mechanisms of it.",4,3,4, 2  5     Partek genome suite,1,1,2,5,5,5,3,I would like to learn nice ways to manage sequence data in cyber space or on hard disk. I am also interested in writing R script for analyzing the data.,1
2,1,3,,oncology,9 ,Hight throughput sequencing analysis,1,1,3, 23        ,2,2,2,5,3,3,3,,2
1,1,3,,Experimental Immunology,13 ,High dimensional analysis of the immune compartment during cancer inflammation.,1,1,4, 2  5 7    ,1,4,5,5,4,4,1,,2
1,1,0,Health scientist administrator/NCI,CRCHD/NCI, Health scientist administrator/NCI,"Program officer at CRCHD/NCI, oversee research grants.",3,2,1, 2         ,4,0,0,5,3,3,3,Learning about data analysis tools/process for potential meta-analysis.,1
1,1,2,,Biological & Environmental Engineering,10 ,I have collected data on various ecosystem processes occurring in stormwater management structures to assess their effectiveness. I soon will be transitioning to a post-doc position using existing data on cities to assess their resilience to climate change.,1,3,5, 2  5      ,1,3,3,5,5,5,4,"I'm excited to get exposed to new tools such as OpenRefine, R Markdown and SQL and overall learn to create a better workflow for future data management and analysis.",1
2,1,2,,Rural Sciences and Foos Systems,9 ,"Plant sciences, My research is on pollen identification from honey samples.  I am extracting pollen in present in honey, performing DNA extraction, amplifying polymorphic regions by common primers and sequencing by NGS ",3,1,1, 2         ,3,5,,5,5,5,5,Obtaining a good introduction,2
2,1,4,,Information science, Information science,I am actually interested in improving our own programmes with data science components. My personal research is on user needs in digital libraries. ,3,2,2, 2         ,4,0,0,5,3,3,3,Ideas about current topics of [data science] interest to different research communities. ,2
1,1,3,,,11 ,,2,1,4, 2  567    ,1,2,2,4,4,5,3,,2
2,1,6,,,9 ,Working as a research assistant  in sample processing for next generation sequencing.,4,2,2, 2         ,4,4,3,4,5,5,4,How to use R and SQL to help organise my sample information better and also to simplify routine data analysis.,2
2,1,6,,,8 ,Big Data Training,3,2,5,   4       ,4,3,3,5,4,4,1,How the workshop is structured and run.  The types of people that attend,2
1,1,3,,Institute of Experimental Immunology,9 ,Role of cytokines in immunotherapy.,1,1,1, 2         ,2,3,3,4,4,3,3,,2
1,1,2,,Pathology ,9 ,mammary stem cells,1,2,2, 2        GraphPad Prism,4,3,3,5,4,4,4,be more efficient ,2
1,1,3,,psychiatry,9 ,"I am studying autism genetics, moving into GWAS.",3,2,1, 2        SPSS,3,2,2,5,5,3,4,,2
1,1,2,,Plant Sciences Department,9 ,"Identifying processes and genes that contribute to triacyl glycerol accumulation in microalgae, during nitrogen depletion. ",2,2,,           ,,,,,,,,,
1,1,2,,Haematological Cancer Genetics,9 ,- preclinical evolution of haematological cancers (progression of leukaemia-associated mutations in blood of 'healthy' individuals')  - GWAS of complex traits  - CRISPR data analysis ,3,2,6, 2  5   9  ,1,2,2,5,5,5,3,"How to be more organised, reproducible and efficient with data analysis. A bit of a primer in orc would be helpful. ",2
1,1,4,,Libraries,10 ,"I provide research data support through instruction, consultation and handouts.",3,1,2, 2         ,3,4,4,5,5,5,5,Develop a level of confidence to continue learning on my own.,1
1,1,4,,School of Human Services,13 ,"My research interest is to decrease HPV-related disease by conducting innovative, interdisciplinary behavioral and social science research, using multi-level theories and complexity science to generate novel strategies in alternative settings to increase HPV vaccination rates.",3,3,1,          SPSS,4,0,0,5,3,3,,Data management techniques and more efficient data analysis methods,1
1,1,6,,"Vertebrate Genomics, EBI",9 ,"My current role is project leader of the genome-wide association study (GWAS) Catalog. The GWAS Catalog is a publicly available database of all genome wide association studies and their results. In addition to  managing delivery and development of the Catalog, my role involves curation.",1,1,2, 2         ,,4,4,5,5,5,3,Improved effiency and accuracy in data manipulation.,2
1,1,2,,CRUK Cambridge Institute (Medical Oncology),11 ,"Breast cancer and melanoma research, and new cancer drug development",1,2,1,         10 ,3,1,1,5,3,3,3,"I need to learn to use excel spreadsheet on day 1, and then happy to learn whatever additions I need to optimise my data collection and manipulation skills",1
1,1,3,,Department of Cardiovascular Sciences,9 ,I am studying haplotype dependent allele-specific DNA methylation in genes involved in cardiovascular diseases.,1,1,1, 2         ,2,3,3,5,5,5,3,,2
1,1,2,,,9 ,Investigating host-viral protein interactions in relation to herpes simplex virus egress. ,3,2,2, 2         ,2,2,2,4,4,3,3,Confidence and efficiency in handling and interpreting my data.,2
1,1,3,,Oncology,9 ,Tumours genetic characterization,1,1,3, 2         ,2,2,2,5,5,5,3,Analyse my data more efficiently with tools such as R.,2
1,1,2,,Experimental Immunology,2 ,My research question focuses on the mechanism of tumor rejection using animal models. This includes the analysis of the responsible cell subsets and how they change the tumor microenvironment.,3,1,2, 2         ,2,3,2,5,4,3,3,I hope to improve my efficency in analysis using R,2
1,1,2,,Experimental Immunology,9 ,My current field of work is immunology. My project is based on trying to understand better the role of NK cells in innate immunity. ,3,1,1, 2         ,4,2,2,5,4,4,3,To have a better understanding of what these programs are and how they work,2
1,1,0,Junior Specialist,Psychology,2 ,,1,3,6, 2  5 7 9  ,1,2,2,5,5,5,5,Fundamentals of R,1
1,1,2,,Experimental Immunology,9 ,My research focuses on how systemic autoimmunity caused by the loss of peripheral tolerance develops and progresses. ,1,1,2, 2         ,4,3,3,4,3,4,4,,2
1,1,2,,,9 ,"I am workin in the field of tumor immunology, mainly on the interaction of tumor cells and immune cells. Therefore I use mouse models and a wide range of analysis tools and techniques, including flow cytometric analysis and next generation sequencing.",3,1,2," 2        FlowJo, Prism",2,3,3,4,3,3,3,analysing flow data and ngs data,2
1,1,3,,Institute of Experimental Immunology,9 ,"Basic research in immunonology, focus on autoimmune diseases and immune cell development.  High interest in flow and mass cytometry as an analytical method.",1,1,2, 2         ,2,0,3,4,4,3,,Enough knowledge of R to be able to use available flow cytometry data analysis packages from Bioconductor efficiently and with a decent understanding.,2
1,1,3,,Institute of Experimental Immunology,9 ,"I am interested in the role of cytokines in autoimmunity, in more detail GM-CSF, a pro-inflammatory cytokine and its impact on a mouse model of multiple sclerosis. My research has a strong focus on multicoulor flow cytometry, to analyze T and myeloid cells",1,1,2," 2        FlowJo, Prism",3,3,3,4,3,3,3,"Easier tools to analyse multicolor flow cytometry data, ideas to analyze RNA seq data.",2
1,1,4,,Immunology,9 ,"Inflammation research, Cytokines, T cells, myeloid cells",1,1,1, 2         ,4,2,2,5,5,5,,,2
1,1,3,,Experimenal Immunology,9 ,,1,1,5, 2  5      ,1,2,4,4,5,4,3,,2
1,1,2,,Experimental Immunologgy,9 ,"Analysis of high dimensional single cell mass cytometry data of mouse and human origin, specifically during autoimmune inflammation.",1,1,5, 2  5 7   GraphPad Prism,1,2,3,5,5,5,5,"Better knowledge of plotting functions (ggplot2), dataframe, matrix, flowframe manipulation.",2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,MRC Cancer Unit,9 ,Squamous oesophageal cancer,3,2,1, 2         ,3,3,3,5,5,4,3,create good graphs to visualise the analysis of data and carry out complex data analysis in a straightforward way,2
1,1,4,,Political Science," Social Science, Political Science",,3,3,1, 2         ,2,2,2,4,4,3,3,how to use R,1
1,1,4,,Psychology, Developmental Psychology,"I conduct behavioral research into early development based on laboratory studies involving parent-child interaction and young children's responses to experimental probes.  I am also interested, however, in learning how to do secondary analyses of large archival datasets that are currently available in my field for exploring questions of interest.",1,3,1, 2        SPSS,2,3,2,5,3,3,3,"As the workshop is described, I'm hoping to move from novice to becoming more comfortable in using R with my own data and larger, archival datasets.",1
