"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"932","1/11/17 16:53","1/11/17 16:55","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","Apple OS","Not sure","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Agree","Agree","Agree","Agree","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"933","1/11/17 14:54","1/11/17 14:58","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Genetics","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I hope to become more comfortable using the command line and R to analyze my NGS data.","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"934","1/11/17 11:54","1/11/17 11:58","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Immunology","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Strongly agree","Agree","Agree","Neutral","","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"935","1/11/17 9:47","1/11/17 9:52","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Integrative Physiology and Pathobiology","Other","Immunology","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Neutral","Neutral","Neutral","Neutral","More efficient ways of handling large data sets.","Yes","25-34","Male",NA,"Black or African American","","2017"
"936","1/10/17 10:31","1/10/17 10:34","I am taking this survey before coming to the workshop","Yes","Undergraduate Student",""," ","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Very unsatisfied","Agree","Strongly agree","Agree","Agree","General familiarity with skills","Yes","18-24","Female",NA,"Asian / Pacific Islander","","2017"
"937","1/10/17 9:33","1/10/17 9:37","I am taking this survey before coming to the workshop","Yes","Staff","","Pathology Dept/Wisconsin National Primate Research Center","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","Learning to code so that I may eventually automate my analyses pipelines

","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"938","1/10/17 8:39","1/10/17 8:47","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Oncology","Medicine","","Windows","Not sure","Not sure","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","No","","No Answer",NA,"No Answer","","2017"
"939","1/10/17 7:16","1/10/17 7:19","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Agroecology","Life Science ","","Windows","Not sure","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Strongly agree","Strongly agree","Strongly agree","Neutral","","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"940","1/10/17 0:41","1/10/17 0:48","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Bacteriology ","Life Science ","","Apple OS","No","Monthly","Excel or other spreadsheet program","SQL","R","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","I hope to learn how to organize data to develop an established and high-throughput workflow process. ","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"941","1/9/17 21:29","1/9/17 21:32","I am taking this survey before coming to the workshop","Yes","Undergraduate Student","","Psychology","Neuroscience","","Apple OS","No","Weekly","R","Python","MATLAB","","","","","I have data and done a fair bit of analysis","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Agree","","Yes","18-24","Male",NA,"Asian / Pacific Islander","","2017"
"942","1/9/17 19:37","1/9/17 19:40","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Forestry","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Neutral","Strongly agree","Neutral","Neutral","Neutral","Better organization and management skills.","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"943","1/9/17 19:08","1/9/17 19:08","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"944","1/9/17 16:55","1/9/17 17:03","I am taking this survey before coming to the workshop","Yes","Post-doc","","Entomology","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Strongly agree","Agree","Agree","Agree","I need to be able to start using R for some basic statistical analyses and I am very uncomfortable with it currently. I want to gain some familiarity with it so my inexperience with it doesn't hold my data analyses back.","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"945","1/9/17 16:30","1/9/17 16:40","I am taking this survey before coming to the workshop","Yes","Post-doc","","Microbiology and Molecular Genetics","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"946","1/9/17 16:30","1/9/17 16:35","I am taking this survey before coming to the workshop","Yes","Post-doc","","Pathobiological Sciences","Public Health","","Windows","Not sure","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","best practices for data management and strategies for manipulating large datasets ","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"947","1/9/17 16:10","1/9/17 16:28","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Civil and Environmental Engineering","Chemistry","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Agree","Agree","Agree","Agree","How to better analyze my data","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"948","1/9/17 16:11","1/9/17 16:17","I am taking this survey before coming to the workshop","Yes","Staff","","Institute for Clinical and Translational Research","Medicine","","Windows","No","Less than once a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Neutral","Neutral","Neutral","","Yes","55-64","Female",NA,"White / Caucasian","","2017"
"949","1/9/17 14:01","1/9/17 14:02","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Earth Sciences ","","Windows","No","","","","","","","","","","","","","","","","","Yes","","No Answer",NA,"No Answer","","2017"
"950","1/9/17 6:45","1/9/17 6:53","I am taking this survey before coming to the workshop","Yes","Graduate Student","","CRUK CI","Life Science ","","Apple OS","No","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Agree","I hope to learn/recap some of the basics of data management. I find it difficult trying to organise my data in a consist workflow.","No","","No Answer",NA,"No Answer","","2017"
"951","1/9/17 5:27","1/9/17 5:59","I am taking this survey before coming to the workshop","Yes","Post-doc","","Physiology, Development and Neurosciences","Life Science ","","Apple OS","No","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Strongly agree","Agree","Agree","","No","","No Answer",NA,"No Answer","","2017"
"952","1/8/17 18:24","1/8/17 18:31","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Forest and Wildlife Ecology","Life Science ","","Windows","Not sure","Daily","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Not sure","Agree","Agree","Agree","Agree","I'm hoping to get a good overview of the various programs and more of a working handle on them. I hope that this will allow me to work with my own data more effectively and efficiently and possibly improve my future data entry techniques. ","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"953","1/8/17 12:21","1/8/17 12:25","I am taking this survey before coming to the workshop","Yes","Post-doc","","Forestry and Wildlife","Earth Sciences ","","Windows","Not sure","Daily","MATLAB","","","","","","","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","familiar with the workflow of data management, get to know about R programming","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"954","1/6/17 14:57","1/6/17 15:06","I am taking this survey before coming to the workshop","Yes","Staff","","Entomology","Life Science ","","Windows","Yes","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Not sure","Unsatisfied","Strongly agree","Agree","Strongly agree","Neutral","Methods for curating data during prolonged analyses by multiple people, all of whom are just learning what they're doing while doing it.","Yes","55-64","Male",NA,"White / Caucasian","","2017"
"955","1/6/17 6:23","1/6/17 6:25","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biochemistry","Life Science ","","Apple OS","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Basic beginner's level data analysis skills","No","","No Answer",NA,"No Answer","","2017"
"956","1/6/17 5:17","1/6/17 5:21","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Cancer Research UK Cambridge Institute","Medicine","","Apple OS","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Very unsatisfied","Very unsatisfied","Strongly agree","Agree","Neutral","Agree","Approach to data management; improved use of Excel; introduction to data analysis within R","No","","No Answer",NA,"No Answer","","2017"
"957","1/5/17 20:33","1/5/17 20:35","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Chemical and Systems Biology","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","Python","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"958","1/5/17 20:26","1/6/17 16:01","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biology","Neuroscience","","Windows","No","I have never programmed","Excel or other spreadsheet program","Python","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","A basic understanding and introduction to the benefits and concepts surrounding data management and programming. ","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"959","1/5/17 20:07","1/5/17 20:15","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Radiology","Medicine","","Apple OS","No","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Agree","Improve understanding of databases such as SQL.

Improve use of R packages such as dplyr and tidyr","No","","No Answer",NA,"No Answer","","2017"
"960","1/5/17 17:35","1/5/17 17:38","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Bioengineering","Engineering","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Neutral","Practical skills that can be used to manage and analyze data in general.","Yes","18-24","Male",NA,"Asian / Pacific Islander","","2017"
"961","1/5/17 17:26","1/5/17 17:29","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Satisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","","","No","","No Answer",NA,"No Answer","","2017"
"962","1/5/17 12:18","1/5/17 12:25","I am taking this survey before coming to the workshop","Yes","Post-doc","","Department of Pediatric Research Women and Children��_��s Division","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Satisfied","Unsatisfied","Strongly agree","Agree","Neutral","Agree","New ways to analyze data.","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"963","1/5/17 12:11","1/5/17 12:39","I am taking this survey before coming to the workshop","Yes","Staff","","School of Library and Information Studies","Humanities","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Neutral","Strongly agree","Agree","Neutral","Neutral","Scripting tools for analyzing data more powerfully. A better idea at where researchers are at in terms of working with their data and how archivists might help with this work.","Yes","35-44","Female",NA,"White / Caucasian","","2017"
"964","1/5/17 9:38","1/5/17 9:45","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Forest and Wildlife Ecology","Life Science ","","Windows","No","Daily","R","","","","","","","I have data and done a fair bit of analysis","Neutral","Satisfied","Agree","Strongly agree","Strongly agree","Agree","Methods for managing data that will ultimately make my work more efficient and of higher quality","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"965","1/5/17 6:26","1/5/17 6:32","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Department of Pediatric Research Women and Children��_��s Division","Life Science ","","Windows","No","Several times a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Not applicable","Strongly agree","Strongly agree","Agree","Agree","","No","","No Answer",NA,"No Answer","","2017"
"966","1/5/17 6:17","1/5/17 6:23","I am taking this survey before coming to the workshop","Yes","Staff","","Haematology","Life Science ","","Not sure","Yes","Monthly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I would like to be able to bring uniformity to data so that it can be analysed in an efficient manner.","No","","No Answer",NA,"No Answer","","2017"
"967","1/5/17 5:57","1/5/17 6:03","I am taking this survey before coming to the workshop","Yes","Post-doc","","Cancer Biology","Life Science ","","Apple OS","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Not applicable","Not applicable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","how to structure and archive data 

basic common analysis workflows

","No","","No Answer",NA,"No Answer","","2017"
"968","1/5/17 5:33","1/5/17 5:47","I am taking this survey before coming to the workshop","Yes","Post-doc","","CRUK CI","Life Science ","","Apple OS","No","I have never programmed","","","","","","","","I have data but haven't started analyzing it","Not applicable","Not applicable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","get a better insight into R and how to analyse my data myself","No","","No Answer",NA,"No Answer","","2017"
"969","1/5/17 5:28","1/5/17 5:39","I am taking this survey before coming to the workshop","Yes","Post-doc","","Small RNAs and Mammalian Genomics","Life Science ","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","No","","No Answer",NA,"No Answer","","2017"
"970","1/5/17 5:17","1/5/17 5:33","I am taking this survey before coming to the workshop","Yes","Faculty","","Dept of Plant Sciences, Cambridge University","Life Science ","","Apple OS","Not sure","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Data CArpentry!","No","","No Answer",NA,"No Answer","","2017"
"971","1/5/17 5:17","1/5/17 5:24","I am taking this survey before coming to the workshop","Yes","Other","staff member of an affiliated insititution - Fauna & Flora International","Knowledge Management Officer","Tech Support","","Windows","No","Monthly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Agree","Neutral","Neutral","Insights on effective data management as well as guidance on data analysis tools.","No","","No Answer",NA,"No Answer","","2017"
"972","1/5/17 5:15","1/5/17 5:18","I am taking this survey before coming to the workshop","Yes","Post-doc","","Clinical Biochemistry","Life Science ","","Apple OS","No","Daily","Excel or other spreadsheet program","R","Python","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Neutral","Agree","Strongly agree","Strongly agree","Strongly agree","dta management strategy","No","","No Answer",NA,"No Answer","","2017"
"973","1/5/17 5:14","1/5/17 5:17","I am taking this survey before coming to the workshop","No","Graduate Student","","Chem Eng and Biotech","Neuroscience","","Windows","No","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2017"
"974","1/4/17 12:48","1/4/17 12:51","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Forest Ecology","Life Science ","","Windows","Yes","Daily","Excel or other spreadsheet program","R","Python","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","How to supplement my R work with other programs for data cleaning","Yes","18-24","Male",NA,"White / Caucasian","","2017"
"975","1/3/17 21:59","1/3/17 22:05","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Civil and Environmental Engineering","Engineering","","Windows","No","Several times a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","SQL","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Agree","Agree","Agree","Agree","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"976","1/3/17 20:30","1/3/17 20:33","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biology","Life Science ","","Windows","No","Several times a year","Python","","","","","","","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"977","1/3/17 16:56","1/3/17 16:58","I am taking this survey before coming to the workshop","Yes","Undergraduate Student","","Nuclear Engineering","Engineering","","Windows","Not sure","Monthly","Excel or other spreadsheet program","Python","MATLAB","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","","Yes","18-24","Prefer not to say",NA,"Prefer not to say","","2017"
"978","1/3/17 15:35","1/3/17 15:35","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"979","1/3/17 15:28","1/3/17 15:32","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biochemistry and Molecular Biology","Life Science ","","Windows","No","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Agree","Agree","Agree","How choose a data program and run it efficiently.","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"980","1/3/17 15:27","1/3/17 15:34","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Botany","Life Science ","","Apple OS","No","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Agree","Agree","Agree","Agree","Tools to limit introducing errors into datasheets and that allow efficient reproduction of analyses  ","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"981","1/3/17 12:43","1/3/17 12:44","I am taking this survey before coming to the workshop","No","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"982","1/3/17 10:40","1/3/17 10:46","I am taking this survey before coming to the workshop","Yes","Staff",""," ","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Unsatisfied","Strongly agree","Agree","Disagree","Agree","Brushing up on statistical methods and coding. ","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"983","1/3/17 4:06","1/3/17 4:08","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","","","","","","","","","","","","","","","","","","","No","","No Answer",NA,"No Answer","","2017"
"984","1/3/17 3:34","1/3/17 3:41","I am taking this survey before coming to the workshop","Yes","Post-doc","","Physiologt, Development & Neuroscience","Other","Biomedical Science","Not sure","No","Several times a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I hope to refine my analytic capabilities.","No","","No Answer",NA,"No Answer","","2017"
"985","1/1/17 20:04","1/1/17 20:12","I am taking this survey before coming to the workshop","Yes","Other","nonprofit institute director"," ","Other","GIS","Apple OS","Yes","Monthly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Very unsatisfied","Strongly agree","Agree","Agree","Neutral","a system for how to handle the field data we are presently acquiring. a systematic way to approach data quality, analysis, archiving, retrieval","Yes","65-74","Male",NA,"No Answer","","2017"
"986","12/27/16 10:24","12/27/16 10:30","I am taking this survey before coming to the workshop","Yes","Staff","","Climate Change/Global Change ","Earth Sciences ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Neutral","Neutral","Neutral","Anything about data analysis! I'm a total newbie. ","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"987","12/23/16 10:44","12/23/16 13:23","I am taking this survey before coming to the workshop","Yes","Staff","","Climate/Environmental Planning","Earth Sciences ","","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Neutral","Neutral","Neutral","data management methods and presentation options, i.e. using data to tell a story.","Yes","35-44","Male",NA,"White / Caucasian","","2016"
"988","12/22/16 13:22","12/22/16 13:49","I am taking this survey before coming to the workshop","Yes","Other","Employee","Non-Profit","Administration","","Apple OS","Yes","Several times a year","Excel or other spreadsheet program","SQL","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Neutral","Neutral","Neutral","Exposure to new skills and processes","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"989","12/22/16 10:40","12/22/16 10:40","I am taking this survey before coming to the workshop","No","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"990","12/22/16 10:21","12/22/16 10:25","I am taking this survey before coming to the workshop","Yes","Staff","","Research and education","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Unsatisfied","Strongly agree","Neutral","Neutral","Agree","Easy to track flows of how data is downloaded, changed, etc. How to make clear, visually pleasing data visualizations.","Yes","Prefer not to say","Female",NA,"White / Caucasian","","2016"
"991","12/22/16 6:17","12/22/16 6:17","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"992","12/21/16 11:14","12/21/16 11:15","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"993","12/16/16 21:58","12/16/16 22:10","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Microbiology & Immunology","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","Synthesis of the bits and pieces of data analysis/management I've already learned, and more efficiently implementing data analysis skills/pipeline each time I need them.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"994","12/13/16 19:06","12/13/16 19:15","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Nutrition","Life Science ","","Windows","Yes","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","How to apply data carpentry principles and basic programs to RNA-Seq and microbiome data. I am quite fluent in Python, R, and SQL. I've used command lines before, I'm just not very comfortable creating a workflow and I am not at all fluent with command line language. I'm confused about which programs, clouds, structures can be useful to me and at what point in my analysis.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"995","12/13/16 13:54","12/13/16 14:02","I am taking this survey before coming to the workshop","Yes","Post-doc","","Dept of Pathology and Molecular Medicine","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","To understand and be able to use R to analyze and organize big data tables in an automated manner and produce publishable graphical output.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"996","12/13/16 13:54","12/13/16 13:54","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"997","12/8/16 13:44","12/8/16 14:11","I am taking this survey before coming to the workshop","Yes","Post-doc","","Biochemistry","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Strongly agree","Agree","Agree","I'd like to be able, at the end of the workshop, to be able to develop a full and efficient analysis workflow, from data management without Excel (is there a free and efficient alternative to deal with CSVs?) to long-term data storage. What are the tricks to make sure my analyses are correct and reproducible? I want to learn to work with Python and SQL, which I do not use yet but would like to learn. Learn tricks in dplyr and tidyr. Oh, and to become a superhero would be a plus, too.","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"998","12/8/16 12:36","12/8/16 13:21","I am taking this survey before coming to the workshop","Yes","Staff","","Forestry and Wildlife","Life Science ","","Linux","Not sure","Weekly","Python","","","","","","","I do not have data yet","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","As a graduate student I used a variety of scripting languages to analize data, but haven't used them in several years.  I'm hoping this will help me become familiar with general procedures again and perhaps introduce me to better techniques.","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"999","12/8/16 12:33","12/8/16 12:35","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1000","12/7/16 13:52","12/7/16 13:55","I am taking this survey before coming to the workshop","Yes","Staff",""," ","Earth Sciences ","","Windows","No","Weekly","Excel or other spreadsheet program","R","Python","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1001","12/7/16 8:48","12/7/16 8:52","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Cellular and Molecular Pathology","Life Science ","","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Very unsatisfied","Very unsatisfied","Strongly agree","Strongly agree","Neutral","Agree","How to get started at using programming languages. I've tried on my own and failed. I can barely download the programs let alone use them!","Yes","18-24","Female",NA,"White / Caucasian","","2016"
