When-Taking-Survey,Information,Atmosphere,Skills,Material,Recommend,Worth,Pace,Balance,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Communicators,Instructors-Enthusiastic,Helpers-Clear-Answers,Helpers-Considerate,Helpers-Communicators,Helpers-Enthusiastic,Enough-Helpers,New-Information,Unix-Shell-Pre,Unix-Shell-Perception,Git-Pre,Git-Perception,Python-Pre,Python-Perception,R-Pre,R-Perception,SQL-Pre,SQL-Perception,Unix-Shell-Knowledge-Increase,Unix-Shell-Intimidating,Git-Knowledge-Increase,Git-Intimidating,Python-Knowledge-Increase,Python-Intimidating,R-Knowledge-Increase,R-Intimidating,SQL-Knowledge-Increase,SQL-Intimidating,After-Unix-Shell-Motivation,After-Git-Motivation,After-Python-Motivation,After-R-Motivation,After-SQL-Motivation,Pipes-Before-Workshop,Pipes-After-Workshop,Loops-Before-Workshop,Loops-After-Workshop,Git-Repo-Before-Workshop,Git-Repo-After-Workshop,Function-Before-Workshop,Function-After-Workshop,Import-Library-Before-Workshop,Import-Library-After-Workshop,Unit-Test-Before-Workshop,Unit-Test-After-Workshop,SQL-Query-Before-Workshop,SQL-Query-After-Workshop,Status,Status-Other,Research-Domain,Gender,Above-18,Workshop-in-US,Likely-to-Recommend
"I have recently completed the workshop, and am taking it after I left the event",Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Very intimidating to me,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,No increase in my knowledge,N/A - Not covered at this workshop,Knowledge increased a great deal,Became much less intimating,No increase in my knowledge,N/A - Not covered at this workshop,Much more motivated,Much more motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,Yes,Confidence increased greatly,Yes,Confidence increased greatly,Yes,Confidence increased greatly,Yes,Confidence increased greatly,Yes,Confidence increased greatly,Yes,Confidence increased slightly,No,N/A - Not covered at workshop,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics )          DEVELOPMENTAL BIOLOGY",Male,,No,10
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,Often,Often,All of the time,Yes,About half of it,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Not at all intimidating,,,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased a little,Became much less intimating,,,Knowledge increased a little,Became slightly less intimidating,,,More motivated,Much more motivated,,More motivated,,No,Confidence increased a bit,No,Confidence increased slightly,No,Confidence increased a bit,No,Confidence increased a bit,,,No,Confidence increased a bit,,,Support staff (including technical support),,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,No,9
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Often,Yes,All of it,Little or no knowledge of topic,,Little or no knowledge of topic,,Little or no knowledge of topic,,Little or no knowledge of topic,,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a little,,Knowledge increased a little,,Knowledge increased a little,,Knowledge increased a little,,N/A - Not covered at this workshop,,More motivated,More motivated,No change in motivation,No change in motivation,N/A - Topic not covered,,,,,,,,,,,,,,,Graduate Student,,Chemistry               ,Female,,Yes,7
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,,About half of it,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,,,Some knowledge of topic,Not very intimidating,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became much less intimating,,,Knowledge increased a great deal,Became much less intimating,,,More motivated,More motivated,,Much more motivated,,Yes,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased slightly,,,,,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics ) Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,No,10
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,,,,,,,,,,,,,,,,,,,,,Much more motivated,Much more motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,Confidence increased greatly,No,N/A - Not covered at workshop,No,Confidence increased greatly,Maybe,Confidence increased greatly,No,N/A - Not covered at workshop,No,Confidence increased greatly,No,N/A - Not covered at workshop,Faculty,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,No,10
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,Often,Yes,Most of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,Little or no knowledge of topic,Very intimidating to me,,,Knowledge increased slightly,Became much less intimating,Knowledge increased slightly,No change - (Not less or more intimidating),,,Knowledge increased a great deal,Became slightly more intimidating,,,Much more motivated,No change in motivation,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,Confidence increased a bit,No,Confidence increased slightly,No,Confidence increased a bit,No,Confidence increased greatly,,,,,,,Faculty,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,No,10
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Yes,Some of it,Some knowledge of topic,Not very intimidating,Little or no knowledge of topic,Slightly intimidating to me,Extensive knowledge of topic,Not at all intimidating,,,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became slightly less intimidating,,,,,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased slightly,Yes,No change in confidence,No,Confidence increased greatly,Yes,N/A - Not covered at workshop,Graduate Student,," Civil, mechanical, chemical, or nuclear engineering              ",Male,,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,Sometimes,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Very intimidating to me,Some knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,No change - (Not less or more intimidating),N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,Confidence increased a bit,Maybe,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics ) Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,No,9
"I have recently completed the workshop, and am taking it after I left the event",Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Too fast,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,All of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased slightly,Became slightly less intimidating,More motivated,More motivated,More motivated,N/A - Topic not covered,More motivated,No,No change in confidence,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased a bit,No,N/A - Not covered at workshop,No,Confidence increased slightly,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,7
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,All of the time,All of the time,Often,All of the time,Yes,Some of it,Some knowledge of topic,,Some knowledge of topic,,Some knowledge of topic,,,,,,No increase in my knowledge,,Knowledge increased a little,,Knowledge increased a little,,,,,,No change in motivation,Much more motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,Yes,No change in confidence,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,Maybe,No change in confidence,,,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Other,,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Often,Often,Often,Sometimes,Yes,Some of it,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,N/A or No opinion,,,Some knowledge of topic,Not at all intimidating,,,Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,,Knowledge increased slightly,No change - (Not less or more intimidating),N/A - Not covered at this workshop,,No change in motivation,More motivated,N/A - Topic not covered,More motivated,N/A - Topic not covered,Yes,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,Yes,No change in confidence,,,,,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics ) Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,No,8
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Not very intimidating,,,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,No change - (Not less or more intimidating),Knowledge increased a great deal,No change - (Not less or more intimidating),,,,,Much more motivated,Much more motivated,Much more motivated,,,No,Confidence increased greatly,Maybe,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,,,,,,,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,No,10
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,Yes,Most of it,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,Maybe,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased greatly,Yes,No change in confidence,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Graduate Student,,"   High performance computing  Life Sciences (Genetics, genomics, bioinformatics )          ",Male,,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Disagree,Agree,Agree,Agree,Agree,Agree,Slightly fast,Slightly too much lecture,Often,Often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Not at all intimidating,Some knowledge of topic,Not very intimidating,,,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased slightly,Became much less intimating,Knowledge increased slightly,Became much less intimating,Knowledge increased slightly,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased slightly,Became much less intimating,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,Much more motivated,Yes,Confidence increased slightly,Yes,Confidence increased slightly,Yes,Confidence increased slightly,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,No,Confidence increased slightly,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,Yes,9
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Extensive knowledge of topic,Not very intimidating,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Extensive knowledge of topic,Not at all intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased greatly,Maybe,Confidence increased greatly,Yes,Confidence increased greatly,Maybe,Confidence increased a bit,Yes,N/A - Not covered at workshop,Undergraduate Student,,               ,Male,,Yes,10
"I have recently completed the workshop, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much hands-on,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,Maybe,Confidence increased a bit,No,Confidence increased a bit,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Support staff (including technical support),,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly fast,Slightly too much hands-on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               ,,,,
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,,,,,,Some of it,Some knowledge of topic,,Some knowledge of topic,,Some knowledge of topic,,Some knowledge of topic,,Little or no knowledge of topic,,Knowledge increased a great deal,,Knowledge increased slightly,,No increase in my knowledge,,Knowledge increased slightly,,No increase in my knowledge,,More motivated,Much more motivated,No change in motivation,More motivated,N/A - Topic not covered,Maybe,Confidence increased greatly,Yes,,Yes,,Yes,,Yes,,Maybe,,No,,,,               ,,,,
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Most of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,No,N/A - Not covered at workshop,Post-doctoral researcher,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,All of it,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,,,Knowledge increased a great deal,Became much more intimidating,Knowledge increased a great deal,Became much more intimidating,Knowledge increased a great deal,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly more intimidating,,,More motivated,More motivated,No change in motivation,More motivated,,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,,,Post-doctoral researcher,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Yes,Most of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became much less intimating,Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,More motivated,Much more motivated,N/A - Topic not covered,Yes,No change in confidence,Maybe,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased slightly,No,N/A - Not covered at workshop,Post-doctoral researcher,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Sometimes,Often,Often,Often,Yes,All of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,,,Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),,,More motivated,More motivated,No change in motivation,More motivated,,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,No,No change in confidence,No,No change in confidence,,,Post-doctoral researcher,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,Yes,8
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Sometimes,Sometimes,Sometimes,Sometimes,No,Most of it,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,No increase in my knowledge,No change - (Not less or more intimidating),More motivated,No change in motivation,No change in motivation,Much more motivated,No change in motivation,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased a bit,Maybe,Confidence increased slightly,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,9
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,Often,Often,Often,Yes,Most of it,Some knowledge of topic,Not very intimidating,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a little,Became much less intimating,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased a bit,No,No change in confidence,,,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,7
"I have just completed the workshop, and am taking it at the event",Disagree,Agree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Too fast,Slightly too much lecture,Sometimes,Sometimes,Sometimes,All of the time,Sometimes,Sometimes,Sometimes,Sometimes,No,Most of it,Little or no knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Not very intimidating,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased slightly,Became slightly less intimidating,No increase in my knowledge,Became much more intimidating,Knowledge increased slightly,Became much less intimating,Slightly less motivated,Slightly less motivated,Slightly less motivated,Slightly less motivated,Slightly less motivated,Maybe,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased slightly,No,Confidence increased a bit,Yes,Confidence increased greatly,No,Confidence increased a bit,Graduate Student,,         Medicine and/or Pharmacy      ,Male,,Yes,5
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,Often,Often,Often,Often,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Neither intimidating nor unintimidating,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,No change in motivation,No change in motivation,Much more motivated,Much more motivated,N/A - Topic not covered,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased a bit,,,Graduate Student,,         Medicine and/or Pharmacy      ,Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Too fast,Balanced (lecture/hands-on),Often,All of the time,Sometimes,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               ,,,,
"I have just completed the workshop, and am taking it at the event",Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Often,Yes,Most of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Slightly intimidating to me,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,No change - (Not less or more intimidating),N/A - Not covered at this workshop,No change - (Not less or more intimidating),Knowledge increased a great deal,No change - (Not less or more intimidating),Much more motivated,Much more motivated,Much more motivated,No change in motivation,More motivated,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Maybe,Confidence increased slightly,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly fast,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,All of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,No increase in my knowledge,N/A - Not covered at this workshop,Knowledge increased slightly,Became slightly less intimidating,More motivated,More motivated,More motivated,N/A - Topic not covered,More motivated,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,No,No change in confidence,No,No change in confidence,No,No change in confidence,No,Confidence increased slightly,Graduate Student,,Chemistry               ,Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Often,Often,Often,Often,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               ,,,,
